Ensembl Gene ID,Gene Start (bp),Gene End (bp),Chromosome Name,Strand,Associated Gene Name
ENSMUSG00000090636,5101298,5101787,14,-1,Gm17069
ENSMUSG00000073607,34207775,34221772,18,-1,Gm10548
ENSMUSG00000097333,67515781,67526177,13,-1,Zfp87
ENSMUSG00000041658,153139981,153171943,X,1,Rragb
ENSMUSG00000020691,105126425,105140394,11,1,Mettl2
ENSMUSG00000000340,116513070,116549976,3,1,Dbt
ENSMUSG00000101409,59534811,59537229,1,-1,1700122D07Rik
ENSMUSG00000093451,57955633,57956578,6,-1,Vmn1r24
ENSMUSG00000082995,148738112,148739135,X,1,Gm15126
ENSMUSG00000041708,83779467,83858494,15,1,Mpped1
ENSMUSG00000069792,83703991,83706268,11,1,Wfdc17
ENSMUSG00000072683,142814231,142833494,6,1,Gm7457
ENSMUSG00000006345,75561604,75586200,10,1,Ggt1
ENSMUSG00000053765,120847367,120857986,5,1,Oas1f
ENSMUSG00000054206,79689020,79695261,10,1,Gzmm
ENSMUSG00000087006,93955810,93957201,2,-1,Gm13889
ENSMUSG00000040836,165295789,165326745,1,1,Gpr161
ENSMUSG00000036162,41517437,41518929,4,1,Fam219aos
ENSMUSG00000094206,57978299,57979351,6,-1,Vmn1r25
ENSMUSG00000030306,148232430,148444389,6,-1,Tmtc1
ENSMUSG00000069717,99857917,99859061,11,1,Gm11568
ENSMUSG00000101693,133250398,133269808,1,-1,Gm19461
ENSMUSG00000094652,114937113,114937544,12,-1,Ighv1-42
ENSMUSG00000033434,110103975,110108197,5,-1,Gtpbp6
ENSMUSG00000039474,36966104,36988982,5,-1,Wfs1
ENSMUSG00000020600,8528483,8599066,12,-1,Slc7a15
ENSMUSG00000019088,74273217,74282337,X,-1,Dnase1l1
ENSMUSG00000047361,59516264,59636417,1,1,Gm973
ENSMUSG00000036912,14696230,14740733,9,-1,Piwil4
ENSMUSG00000043453,72381870,72386858,X,-1,Magea10
ENSMUSG00000034349,69004738,69034623,3,1,Smc4
ENSMUSG00000033287,78428564,78438909,15,1,Kctd17
ENSMUSG00000083691,79161029,79161595,2,-1,Gm14465
ENSMUSG00000099816,83480032,83480419,9,1,Gm28552
ENSMUSG00000036676,100443902,100487350,10,-1,Tmtc3
ENSMUSG00000101130,54566703,54567281,1,1,Gm19637
ENSMUSG00000042111,34436670,34439672,1,-1,Ccdc115
ENSMUSG00000038563,82648614,82777852,7,1,Eftud1
ENSMUSG00000024207,56843103,56874447,17,-1,Acsbg2
ENSMUSG00000078452,22360552,22374139,10,1,Raet1d
ENSMUSG00000075370,16860671,16863985,16,-1,Igll1
ENSMUSG00000031925,13619990,13709533,9,1,Maml2
ENSMUSG00000089665,3671188,3672336,8,-1,Fcor
ENSMUSG00000049904,22512088,22519234,11,1,Tmem17
ENSMUSG00000082807,91859498,91859692,X,-1,Gm14782
ENSMUSG00000087428,135329761,135349127,X,1,Gm15017
ENSMUSG00000101711,34439511,34444730,1,-1,Gm28306
ENSMUSG00000006289,50906478,50924893,14,-1,Osgep
ENSMUSG00000084155,91862599,91863556,X,-1,Gm7113
ENSMUSG00000083513,104167409,104168285,7,-1,Olfr647-ps1
ENSMUSG00000089809,99297244,99729065,5,-1,A930011G23Rik
ENSMUSG00000082168,62208118,62208619,X,1,Gm14656
ENSMUSG00000102690,105887633,105891012,1,-1,RP24-79F8.1
ENSMUSG00000062638,34377132,34385776,17,1,Btnl1
ENSMUSG00000095599,135349021,135352023,X,1,Gm6215
ENSMUSG00000068122,21484544,21489164,X,1,Agtr2
ENSMUSG00000033701,155558120,155691330,1,1,Acbd6
ENSMUSG00000083852,135997523,135997887,4,1,Gm13007
ENSMUSG00000042909,104179456,104180406,7,-1,Olfr648
ENSMUSG00000027936,90254163,90264125,3,1,Crtc2
ENSMUSG00000099890,7855847,7863406,8,1,Gm28262
ENSMUSG00000082789,88763709,88771606,4,1,Gm13284
ENSMUSG00000070371,127932638,127946725,7,-1,Prss36
ENSMUSG00000099020,72179183,72179758,9,-1,Gm27159
ENSMUSG00000086134,25548661,25556083,8,-1,Gm16159
ENSMUSG00000100395,23933488,23933954,4,-1,Gm28448
ENSMUSG00000020826,78920787,78960254,11,1,Nos2
ENSMUSG00000008028,44360043,44385820,7,-1,1700008O03Rik
ENSMUSG00000086256,22617408,22618487,11,1,Gm12052
ENSMUSG00000042219,103928825,103929784,7,1,Olfr631
ENSMUSG00000082534,85156101,85158642,2,-1,Gm13712
ENSMUSG00000031139,60055956,60179089,X,-1,Mcf2
ENSMUSG00000100591,81868597,81869292,Y,-1,Gm21919
ENSMUSG00000092517,101552453,101560865,7,-1,Art2a-ps
ENSMUSG00000041921,71453276,71525194,2,1,Metap1d
ENSMUSG00000020317,79576379,79587331,10,-1,Theg
ENSMUSG00000028640,172549593,172558622,2,1,Tfap2c
ENSMUSG00000086265,4248735,4249025,13,1,Marcksl1-ps4
ENSMUSG00000030757,123479516,123500449,7,-1,Zkscan2
ENSMUSG00000096907,26735065,26756219,X,-1,Gm6113
ENSMUSG00000022090,70164218,70177681,14,-1,Pdlim2
ENSMUSG00000041044,37054830,37064946,14,1,Lrit1
ENSMUSG00000085135,85160778,85193325,2,1,Gm13713
ENSMUSG00000103893,113875796,113876239,12,-1,Ighv5-18
ENSMUSG00000076437,84669215,84670770,2,-1,2700094K13Rik
ENSMUSG00000083875,115263093,115263394,5,1,Gm13831
ENSMUSG00000098004,93956817,93996354,2,-1,Gm27027
ENSMUSG00000026676,5137776,5230878,2,1,Ccdc3
ENSMUSG00000040488,27305136,27337692,7,-1,Ltbp4
ENSMUSG00000081232,5699727,5701884,X,-1,Gm14373
ENSMUSG00000027196,93980034,93983575,2,1,4921507L20Rik
ENSMUSG00000027115,109280738,109341747,2,1,Kif18a
ENSMUSG00000103511,155276058,155276723,3,-1,RP24-284N8.2
ENSMUSG00000095859,114945950,114946383,12,-1,Ighv1-43
ENSMUSG00000081005,5156392,5157217,2,1,Gm13198
ENSMUSG00000050445,121914356,121916305,9,-1,Cyp8b1
ENSMUSG00000101520,32334182,32335501,7,1,Scgb1b12
ENSMUSG00000026127,34439851,34449356,1,1,Imp4
ENSMUSG00000036009,105763189,105841380,10,-1,Mettl25
ENSMUSG00000086481,106972058,106973090,11,-1,Gm11707
ENSMUSG00000033860,83007724,83015049,3,1,Fgg
ENSMUSG00000099266,82260293,82263485,9,1,1700063H06Rik
ENSMUSG00000103300,114963380,114963813,12,-1,Ighv1-44
ENSMUSG00000076436,123321875,123323634,4,-1,Oxct2a
ENSMUSG00000055833,191886130,191907527,1,-1,1700034H15Rik
ENSMUSG00000079501,83874379,83875380,6,-1,Gm5138
ENSMUSG00000102528,114970055,114970488,12,-1,Ighv1-45
ENSMUSG00000070904,88841861,88842421,4,1,Ifna4
ENSMUSG00000080707,114867681,114868025,5,-1,Gm13823
ENSMUSG00000085059,118791372,118793828,11,1,Gm11750
ENSMUSG00000081311,50446577,50447023,11,1,Gm12197
ENSMUSG00000084887,118866257,118867220,11,-1,Gm11749
ENSMUSG00000094415,124138733,124139636,6,-1,Vmn2r-ps34
ENSMUSG00000028730,118554551,118620777,4,-1,Cfap57
ENSMUSG00000095498,88850087,88850656,4,1,Ifna1
ENSMUSG00000045268,119169513,119174195,4,-1,Zfp691
ENSMUSG00000040586,166390033,166440704,X,-1,Ofd1
ENSMUSG00000085745,144368048,144406933,7,-1,Gm14372
ENSMUSG00000086905,85196932,85198675,2,1,Gm13716
ENSMUSG00000083847,74696047,74704076,X,1,Xlr3d-ps
ENSMUSG00000057265,84409071,84433780,12,1,Ccdc176
ENSMUSG00000001098,114363567,114380515,5,-1,Kctd10
ENSMUSG00000073938,103937382,103938335,7,1,Olfr632
ENSMUSG00000043542,7503483,7553836,3,1,Zc2hc1a
ENSMUSG00000103295,155514441,155515311,3,1,RP23-272N23.1
ENSMUSG00000102593,105633750,105634871,8,1,RP24-242N1.2
ENSMUSG00000082733,153221170,153221443,X,1,Gm15153
ENSMUSG00000098668,77294838,77295239,9,-1,Gm27210
ENSMUSG00000073937,103946568,103947506,7,1,Olfr633
ENSMUSG00000104243,30561658,30562129,3,-1,RP24-120B18.1
ENSMUSG00000083626,139659688,139660155,7,-1,Gm4459
ENSMUSG00000027001,80617045,80632361,2,1,Dusp19
ENSMUSG00000072726,7323988,7332395,14,-1,Gm5797
ENSMUSG00000103981,155754971,155755240,3,-1,RP23-464I9.1
ENSMUSG00000027752,54728678,54735393,3,-1,Exosc8
ENSMUSG00000102256,30552697,30564243,3,-1,RP24-120B18.7
ENSMUSG00000032841,101714285,101883027,2,-1,Prr5l
ENSMUSG00000084963,112980864,113009754,X,-1,Gm14936
ENSMUSG00000080751,103956412,103957366,7,1,Olfr634-ps1
ENSMUSG00000104057,88653085,88654845,1,1,RP24-108I6.1
ENSMUSG00000075186,86385466,86386416,2,-1,Olfr1058
ENSMUSG00000005705,105566698,105637393,8,-1,Agrp
ENSMUSG00000047638,89454234,89533585,10,-1,Nr1h4
ENSMUSG00000082281,103973559,103977107,7,-1,Gm4886
ENSMUSG00000023015,99620496,99651656,15,-1,Racgap1
ENSMUSG00000032726,123312645,123343252,4,-1,Bmp8a
ENSMUSG00000027080,84678402,84688215,2,1,Med19
ENSMUSG00000083994,91887301,91889565,X,-1,Gm16465
ENSMUSG00000082926,69605496,69606245,X,-1,Gm8172
ENSMUSG00000086633,130269950,130281258,1,-1,Gm16081
ENSMUSG00000078123,91931946,91932980,X,-1,Gm5071
ENSMUSG00000012211,113074502,113088917,12,1,Tex22
ENSMUSG00000041245,151198078,151320152,X,1,Wnk3
ENSMUSG00000102783,77302067,77303075,9,-1,RP24-326O4.2
ENSMUSG00000000194,31152316,31218775,2,1,Gpr107
ENSMUSG00000030283,142821545,142964452,6,-1,St8sia1
ENSMUSG00000031241,107667964,107688978,X,1,Tbx22
ENSMUSG00000035431,58211772,58214444,12,1,Sstr1
ENSMUSG00000021095,104471209,104473330,12,-1,Gsc
ENSMUSG00000102160,110964679,110967437,1,-1,RP24-222G3.1
ENSMUSG00000082394,116528137,116528578,3,-1,Gm4596
ENSMUSG00000102788,110957831,110960826,1,-1,RP24-222G3.2
ENSMUSG00000009580,87885029,87894174,5,1,Odam
ENSMUSG00000026854,30982279,31023586,2,1,Usp20
ENSMUSG00000082351,78233986,78234927,4,1,Gm11260
ENSMUSG00000034488,88821472,89323223,13,1,Edil3
ENSMUSG00000028403,82798738,82859958,4,-1,Zdhhc21
ENSMUSG00000086940,106841761,106847920,4,-1,Gm12746
ENSMUSG00000037541,144001928,144424494,7,1,Shank2
ENSMUSG00000042078,114026910,114091570,5,-1,Svop
ENSMUSG00000022863,78359860,78377192,16,-1,Btg3
ENSMUSG00000033419,86765923,86880654,9,-1,Snap91
ENSMUSG00000047216,110888326,110977584,1,-1,Cdh19
ENSMUSG00000015721,23385889,23441922,7,1,Nlrp5
ENSMUSG00000102212,51757295,51761621,17,-1,RP24-146B4.2
ENSMUSG00000040174,93980550,94010807,2,-1,Alkbh3
ENSMUSG00000103753,51832819,51834723,17,1,RP24-490B17.3
ENSMUSG00000094271,88773834,88774801,4,1,Gm13290
ENSMUSG00000036046,84943936,84988551,15,-1,5031439G07Rik
ENSMUSG00000097302,75781032,75782303,18,1,1700034B16Rik
ENSMUSG00000032551,122945089,122951000,9,-1,1110059G10Rik
ENSMUSG00000101607,28667432,28667746,Y,1,Gm28939
ENSMUSG00000086376,73157014,73157880,5,1,1700071G01Rik
ENSMUSG00000026390,120474538,120505024,1,-1,Marco
ENSMUSG00000079578,67682900,67693562,X,-1,Gm1140
ENSMUSG00000094660,84562572,84564907,Y,-1,Gm21394
ENSMUSG00000020895,69070806,69073293,11,1,Tmem107
ENSMUSG00000013643,58379043,58390728,11,1,Lypd8
ENSMUSG00000103298,138725395,138726185,5,1,CH25-441A19.1
ENSMUSG00000102973,51745529,51748684,17,-1,RP24-146B4.3
ENSMUSG00000034739,44101738,44109187,9,1,Mfrp
ENSMUSG00000034120,116849901,116853094,11,-1,Srsf2
ENSMUSG00000030539,80186841,80226394,7,1,Sema4b
ENSMUSG00000052748,151367699,151428455,1,-1,Swt1
ENSMUSG00000096582,88776922,88777470,4,1,Gm13289
ENSMUSG00000025932,14168954,14310235,1,-1,Eya1
ENSMUSG00000032355,77102081,77352969,9,-1,Mlip
ENSMUSG00000052430,141837136,142169425,3,-1,Bmpr1b
ENSMUSG00000102085,39903767,39910970,7,-1,4930435C17Rik
ENSMUSG00000090684,3149604,3150084,14,-1,Gm17221
ENSMUSG00000054520,34525838,34563638,5,1,Sh3bp2
ENSMUSG00000035031,104815679,104876398,4,-1,C8a
ENSMUSG00000020230,76207222,76237865,10,-1,Prmt2
ENSMUSG00000099822,36273163,36276400,Y,-1,Gm28332
ENSMUSG00000055760,80224441,80228497,17,1,Gemin6
ENSMUSG00000028249,6365650,6408423,4,1,Sdcbp
ENSMUSG00000104069,60779352,60781461,1,1,RP23-157N11.10
ENSMUSG00000101645,84601439,84678041,2,-1,Gm28635
ENSMUSG00000036560,31059342,31070935,7,1,Lgi4
ENSMUSG00000053062,84774123,84825928,16,1,Jam2
ENSMUSG00000102806,114704147,114704580,12,-1,Ighv1-19-1
ENSMUSG00000085965,60778843,60803790,1,1,2310016D23Rik
ENSMUSG00000039298,70216856,70410443,4,-1,Cdk5rap2
ENSMUSG00000021266,108860030,108894174,12,-1,Wars
ENSMUSG00000069607,115042131,115048409,11,-1,Cd300lh
ENSMUSG00000075383,36859414,36860346,2,-1,Olfr351
ENSMUSG00000045364,88879538,88880201,4,-1,Ifne
ENSMUSG00000090772,42037609,42040012,14,-1,Gm2930
ENSMUSG00000079499,29245107,29253006,2,-1,6530402F18Rik
ENSMUSG00000086795,60776665,60781834,1,-1,Gm11579
ENSMUSG00000081167,88959217,88959670,X,1,Gm8880
ENSMUSG00000100740,83956703,83957317,Y,-1,Gm29476
ENSMUSG00000053146,36869568,36870515,2,1,Olfr352
ENSMUSG00000098134,84417196,84418578,12,1,Rnf113a2
ENSMUSG00000084060,89005370,89005642,X,1,Gm16412
ENSMUSG00000083521,44417949,44418696,11,1,Gm12157
ENSMUSG00000029752,7675169,7693254,6,-1,Asns
ENSMUSG00000075382,36889911,36890846,2,-1,Olfr353
ENSMUSG00000029823,38551334,38609470,6,1,Luc7l2
ENSMUSG00000082609,60117255,60117685,1,1,Gm15464
ENSMUSG00000029154,73406076,73453435,5,1,Cwh43
ENSMUSG00000041886,119443410,119466934,12,1,Macc1
ENSMUSG00000027907,93520488,93526287,3,1,S100a11
ENSMUSG00000024939,5728087,5729653,19,-1,Fam89b
ENSMUSG00000089627,99610625,99611433,5,-1,Gm16228
ENSMUSG00000097496,136173061,136175664,6,1,Gm26653
ENSMUSG00000022364,57912199,57970067,15,1,Tbc1d31
ENSMUSG00000095612,113597446,113597977,12,-1,Ighv5-4
ENSMUSG00000029331,99682999,99685034,5,1,4930522N08Rik
ENSMUSG00000098434,86885688,86886566,8,1,2010110E17Rik
ENSMUSG00000089936,120005998,120006285,6,1,Gm16199
ENSMUSG00000071230,24657330,24658457,17,-1,Npw
ENSMUSG00000026925,26396249,26409203,2,-1,Inpp5e
ENSMUSG00000031734,91798525,91801916,8,-1,Irx3
ENSMUSG00000086240,28580499,28580772,1,-1,Gm7846
ENSMUSG00000020448,3415982,3452363,11,-1,Rnf185
ENSMUSG00000038429,124815019,124829484,6,-1,Usp5
ENSMUSG00000091116,42067059,42070137,14,1,Gm7991
ENSMUSG00000020180,75517551,75537373,10,1,Snrpd3
ENSMUSG00000091994,79851381,79854956,10,-1,E130317F20Rik
ENSMUSG00000019927,71254980,71285262,10,-1,Ube2d1
ENSMUSG00000099777,88260288,88260983,Y,-1,Gm21777
ENSMUSG00000104125,60604384,60607757,3,1,RP24-303N8.3
ENSMUSG00000085214,45567795,45575327,7,-1,0610005C13Rik
ENSMUSG00000036918,87282886,87381769,17,1,Ttc7
ENSMUSG00000094052,70271306,70273642,Y,-1,Gm21118
ENSMUSG00000025519,66511756,66518335,8,1,Tktl2
ENSMUSG00000029840,35508906,35539888,6,-1,Mtpn
ENSMUSG00000066366,103853589,103863562,12,-1,Serpina1a
ENSMUSG00000081486,5859717,5861540,X,1,Gm14452
ENSMUSG00000028071,87846755,87855722,3,1,Sh2d2a
ENSMUSG00000100799,45416584,45439310,3,-1,1700027H10Rik
ENSMUSG00000026305,90998737,91128944,1,1,Lrrfip1
ENSMUSG00000027792,73635808,73708415,3,-1,Bche
ENSMUSG00000100410,99076526,99087921,13,-1,2310020H05Rik
ENSMUSG00000057729,79874476,79883174,10,1,Prtn3
ENSMUSG00000098534,86902453,86919422,8,1,Gm27167
ENSMUSG00000080115,127031004,127041513,10,-1,Mettl21b
ENSMUSG00000018362,106988629,106999541,11,-1,Kpna2
ENSMUSG00000100057,60558018,60560378,Y,-1,Gm28690
ENSMUSG00000100489,69736260,69737006,Y,-1,Gm28303
ENSMUSG00000104168,105566324,105578109,8,1,RP23-410B24.2
ENSMUSG00000100930,88266844,88270188,Y,-1,Gm28866
ENSMUSG00000049287,59155369,59163739,11,-1,Iba57
ENSMUSG00000054162,62951009,63357103,8,1,Spock3
ENSMUSG00000035439,71248561,71272934,8,-1,Haus8
ENSMUSG00000084960,41017468,41024216,8,1,B430010I23Rik
ENSMUSG00000026087,37890477,37898535,1,1,Mrpl30
ENSMUSG00000034918,54701461,54736662,13,1,Cdhr2
ENSMUSG00000006398,118432901,118437352,4,-1,Cdc20
ENSMUSG00000036551,37150698,37168842,X,-1,Akap14
ENSMUSG00000094775,24948574,24969751,X,-1,Gm2759
ENSMUSG00000072778,124191596,124231784,6,-1,Vmn2r27
ENSMUSG00000033427,75406911,75441679,10,1,Upb1
ENSMUSG00000004540,18813937,18821607,7,-1,Psg17
ENSMUSG00000080791,85216597,85217054,11,1,Akirin1-ps
ENSMUSG00000102468,135816457,135817957,6,-1,RP23-133P12.2
ENSMUSG00000101827,11223566,11224174,1,-1,Gm28686
ENSMUSG00000040205,131308554,131322292,7,-1,Cuzd1
ENSMUSG00000089743,99682410,99715774,5,1,Gm16226
ENSMUSG00000026943,25490845,25493911,2,-1,Lcn12
ENSMUSG00000085628,85234775,85238304,11,1,Appbp2os
ENSMUSG00000030271,113326972,113335068,6,1,Ogg1
ENSMUSG00000101982,65227389,65238079,Y,-1,Gm28990
ENSMUSG00000092543,34769833,34771228,17,-1,Skiv2l-ps1
ENSMUSG00000022361,58047003,58076541,15,-1,Zhx1
ENSMUSG00000075115,88767303,88768313,2,-1,Olfr1200
ENSMUSG00000082988,130352038,130354362,7,-1,Gm5903
ENSMUSG00000059023,88794384,88795307,2,1,Olfr1201
ENSMUSG00000034075,84687970,84715180,2,-1,Zdhhc5
ENSMUSG00000047085,44429018,44463351,7,1,Lrrc4b
ENSMUSG00000079378,5131519,5139959,14,1,Gm8279
ENSMUSG00000097897,81791555,81791933,17,-1,Rpl31-ps25
ENSMUSG00000043488,5845623,5851388,19,1,Frmd8os
ENSMUSG00000035901,109893780,109960470,7,-1,Dennd5a
ENSMUSG00000064310,55225175,55297986,16,-1,Zpld1
ENSMUSG00000023143,5195289,5204012,16,-1,Nagpa
ENSMUSG00000001986,41400854,41678601,X,1,Gria3
ENSMUSG00000038729,57717657,57896984,4,1,Akap2
ENSMUSG00000030731,44384102,44400187,7,1,Syt3
ENSMUSG00000030209,135713232,136173511,6,-1,Grin2b
ENSMUSG00000090462,42089750,42095277,14,-1,1700091H14Rik
ENSMUSG00000053297,48626764,48633689,6,1,AI854703
ENSMUSG00000030450,56239760,56536517,7,1,Oca2
ENSMUSG00000062580,135295213,135313778,1,-1,Timm17a
ENSMUSG00000101888,30195071,30200299,16,1,1700025H01Rik
ENSMUSG00000022750,17759618,17793382,16,1,Klhl22
ENSMUSG00000002289,33773750,33781575,17,-1,Angptl4
ENSMUSG00000090806,85558703,85569088,7,-1,Vmn2r70
ENSMUSG00000042228,3678115,3813122,4,1,Lyn
ENSMUSG00000083310,99081401,99082402,X,-1,Gm5760
ENSMUSG00000099774,101605618,101606233,13,-1,Gm29341
ENSMUSG00000102685,57520831,57523642,1,-1,RP23-433B11.1
ENSMUSG00000007817,25459185,25666743,14,1,Zmiz1
ENSMUSG00000084854,44943753,44948330,4,1,Gm12678
ENSMUSG00000092200,34771395,34801623,17,1,Tnxa
ENSMUSG00000104028,92262271,92263474,3,-1,RP24-574O8.7
ENSMUSG00000079478,5728088,5731732,19,-1,Sssca1
ENSMUSG00000097139,92612824,92620032,16,1,Gm26626
ENSMUSG00000048498,115051917,115062177,11,-1,Cd300e
ENSMUSG00000085183,89050308,89084614,4,1,Gm12603
ENSMUSG00000081357,74944963,74952044,X,1,Xlr4e-ps
ENSMUSG00000103385,92277725,92281033,3,-1,RP24-574O8.8
ENSMUSG00000102878,113877375,113877794,12,-1,Ighv2-8
ENSMUSG00000102055,131263330,131266749,1,1,Gm28913
ENSMUSG00000026017,60098247,60153953,1,1,Carf
ENSMUSG00000102027,131259507,131260553,1,1,Gm28914
ENSMUSG00000082444,76356827,76357130,X,1,Gm14709
ENSMUSG00000046413,91800415,91807539,8,1,Irx3os
ENSMUSG00000030492,35449037,35466036,7,1,Slc7a9
ENSMUSG00000092195,86884865,86885740,7,1,Vmn2r-ps87
ENSMUSG00000089708,54568550,54600987,8,-1,5330439A09Rik
ENSMUSG00000084834,36880519,36897189,16,-1,4930565N06Rik
ENSMUSG00000085840,78659858,78661588,4,-1,Gm11261
ENSMUSG00000083303,32880362,32880940,11,-1,Gm12110
ENSMUSG00000085980,45639936,45642304,4,1,Gm12408
ENSMUSG00000091676,7362097,7365134,14,-1,Gm8374
ENSMUSG00000090860,79863937,79864434,10,-1,Gm17134
ENSMUSG00000083629,78697652,78698928,4,1,Gm11262
ENSMUSG00000035296,61221059,61258490,14,-1,Sgcg
ENSMUSG00000057315,102481391,102897936,5,1,Arhgap24
ENSMUSG00000024593,57133090,57297467,18,1,Megf10
ENSMUSG00000100440,88302085,88305320,Y,1,Gm28405
ENSMUSG00000019841,39732118,39875211,10,1,Rev3l
ENSMUSG00000024215,27714352,27728951,17,-1,Spdef
ENSMUSG00000100054,55833464,55836360,Y,1,Gm28202
ENSMUSG00000103554,114875304,114875737,12,-1,Ighv1-35
ENSMUSG00000101703,39137893,39139779,7,-1,Gm1982
ENSMUSG00000081898,10011788,10012679,X,1,Gm5754
ENSMUSG00000101052,84591832,84592446,Y,-1,Gm28471
ENSMUSG00000004070,4726361,4766742,16,1,Hmox2
ENSMUSG00000055088,36906948,36907901,2,1,Olfr354
ENSMUSG00000099394,32358928,32359882,7,1,Gm9142
ENSMUSG00000016763,83602583,83725021,15,-1,Scube1
ENSMUSG00000091881,88722090,88722670,3,1,Gm17146
ENSMUSG00000045973,45395923,45408766,4,-1,Slc25a51
ENSMUSG00000081613,32185005,32185701,11,1,Gm12109
ENSMUSG00000082311,89059376,89060541,X,-1,Gm14791
ENSMUSG00000085698,45550534,45551615,7,-1,Gm16022
ENSMUSG00000082697,78773677,78774221,4,-1,Gm12913
ENSMUSG00000100881,84628700,84629395,Y,-1,Gm21824
ENSMUSG00000083496,79327708,79328456,4,1,Gm11263
ENSMUSG00000086773,41039756,41042053,8,1,Gm16192
ENSMUSG00000080951,52405316,52405478,11,1,Gm12208
ENSMUSG00000103113,70116253,70116532,3,-1,RP23-409M14.2
ENSMUSG00000095826,117429618,117430116,10,1,Gm9002
ENSMUSG00000094191,66948563,66948940,1,-1,Rpl31-ps14
ENSMUSG00000024365,34801348,34804561,17,-1,Cyp21a1
ENSMUSG00000042353,80611080,80695356,8,1,Frem3
ENSMUSG00000029885,40878794,40887494,6,-1,Moxd2
ENSMUSG00000082497,38375287,38376974,X,1,Gm40
ENSMUSG00000059874,103383062,103384000,7,-1,Olfr603
ENSMUSG00000081189,106136111,106137778,4,-1,Gm12725
ENSMUSG00000000782,52252371,52283014,11,-1,Tcf7
ENSMUSG00000081212,85793684,85794120,X,-1,Gm6964
ENSMUSG00000038145,122117283,122169702,9,1,Snrk
ENSMUSG00000081452,85823168,85823429,X,1,Gm14761
ENSMUSG00000034243,36875140,36933085,16,1,Golgb1
ENSMUSG00000058976,103415072,103419880,7,1,Usp17lc
ENSMUSG00000081254,32910373,32910603,11,1,Gm12112
ENSMUSG00000040407,3928054,4080209,5,1,Akap9
ENSMUSG00000083085,33937261,33938237,7,1,Gm12765
ENSMUSG00000055210,114906282,114908873,4,-1,Foxd2
ENSMUSG00000084999,56886367,56889453,16,1,Gm15839
ENSMUSG00000042638,136697285,136781765,6,-1,Gucy2c
ENSMUSG00000104439,18208481,18209176,Y,1,CH36-326H15.2
ENSMUSG00000085969,24296139,24300257,9,-1,Gm15600
ENSMUSG00000022952,92601466,92826149,16,-1,Runx1
ENSMUSG00000083441,34521750,34521904,17,-1,Gm15329
ENSMUSG00000002190,83389867,83428552,8,1,Clgn
ENSMUSG00000087489,68457148,68458681,8,1,Gm15656
ENSMUSG00000061815,74125541,74148223,1,1,Rufy4
ENSMUSG00000020069,63014664,63024217,10,-1,Hnrnph3
ENSMUSG00000043659,24097996,24316398,9,1,Npsr1
ENSMUSG00000030447,55841745,55930700,7,1,Cyfip1
ENSMUSG00000085073,22438876,22439418,X,-1,Gm14562
ENSMUSG00000101629,40950224,40950521,6,1,Gm29588
ENSMUSG00000025576,118489762,118911597,11,-1,Rbfox3
ENSMUSG00000063252,40948375,40951870,6,-1,Gm4744
ENSMUSG00000079641,37082520,37085402,X,-1,Rpl39
ENSMUSG00000019738,30231948,30233390,7,1,Polr2i
ENSMUSG00000101678,31144739,31179911,5,-1,Gm29609
ENSMUSG00000074256,61370797,61372193,9,-1,Gm10655
ENSMUSG00000098112,100641077,100669553,15,-1,Bin2
ENSMUSG00000042349,131254343,131279606,1,-1,Ikbke
ENSMUSG00000082816,3951714,3952716,11,1,Gm11953
ENSMUSG00000084182,24013470,24014524,10,1,Taar7c-ps
ENSMUSG00000023832,12942890,12960747,17,-1,Acat2
ENSMUSG00000059890,44923131,44965600,9,-1,Ube4a
ENSMUSG00000086071,19716732,19720199,4,-1,Gm12354
ENSMUSG00000040428,45526330,45554229,7,1,Plekha4
ENSMUSG00000031262,134308084,134362639,X,1,Cenpi
ENSMUSG00000019897,105841067,105847833,10,1,Ccdc59
ENSMUSG00000092376,86906996,86907934,7,-1,Gm19203
ENSMUSG00000029111,33896936,33936413,5,-1,Nelfa
ENSMUSG00000034327,67715937,67742310,14,1,Kctd9
ENSMUSG00000100056,5899578,5902813,Y,-1,Gm28173
ENSMUSG00000074445,92285417,92291405,3,1,Sprr2a3
ENSMUSG00000039395,72159442,72212307,1,-1,Mreg
ENSMUSG00000099768,40969919,40974538,7,1,Gm29293
ENSMUSG00000100428,37681820,37706635,Y,-1,Gm29413
ENSMUSG00000081291,82205993,82208472,X,-1,Gm14738
ENSMUSG00000002033,44969572,44980431,9,-1,Cd3g
ENSMUSG00000082954,80237680,80237944,7,-1,Gm15504
ENSMUSG00000056116,36037128,36042747,17,-1,H2-T22
ENSMUSG00000083113,82400724,82401009,X,-1,Rpl10-ps4
ENSMUSG00000090036,127948219,127948560,10,-1,Gm15900
ENSMUSG00000081965,105164776,105166620,11,-1,Gm11620
ENSMUSG00000073085,76393350,76397979,X,1,4930428D18Rik
ENSMUSG00000098024,126675916,126683805,2,1,Gm27003
ENSMUSG00000036875,62947026,62974185,10,1,Dna2
ENSMUSG00000079577,67695698,67706350,X,1,Gm14692
ENSMUSG00000082324,42128195,42130723,X,-1,Gm14615
ENSMUSG00000084946,71516454,71537891,2,-1,Dlx1as
ENSMUSG00000020085,61715263,61739260,10,1,Aifm2
ENSMUSG00000050973,80232867,80241006,7,1,Gdpgp1
ENSMUSG00000018697,84422855,84513522,11,-1,Aatf
